GeneID	GOTerm	GOTermDescription	Description	Alias	EntrezID	Source
TOM1	GO:0000278	"""Cell cycle"""	E3 ubiquitin ligase of the hect-domain class	YDR457W|E3 ubiquitin-protein ligase TOM1	20010118	SGD
ARP10	GO:0000278	"""Cell cycle"""	Component of the dynactin complex	YDR106W	20060424	SGD
DAD2	GO:0000278	"""Cell cycle"""	Essential subunit of the Dam1 complex (aka DASH complex)	YKR083C|HSK1	20180922	InterPro
DUO1	GO:0000278	"""Cell cycle"""	Essential subunit of the Dam1 complex (aka DASH complex)	YGL061C	20180922	InterPro
CLB6	GO:0000278	"""Cell cycle"""	B-type cyclin involved in DNA replication during S phase	YGR109C|B-type cyclin CLB6	20171130	GO_Central
CLN3	GO:0000278	"""Cell cycle"""	G1 cyclin involved in cell cycle progression	YAL040C|DAF1|FUN10|WHI1|cyclin CLN3	20171130	GO_Central
SIR3	GO:0000278	"""Cell cycle"""	Silencing protein	YLR442C|CMT1|MAR2|STE8|chromatin-silencing protein SIR3	20180307	GO_Central
TUB4	GO:0000278	"""Cell cycle"""	Gamma-tubulin	YLR212C|gamma-tubulin	20170512	GO_Central
CTF4	GO:0000278	"""Cell cycle"""	Chromatin-associated protein	YPR135W|CHL15|POB1|chromatin-binding protein CTF4	20170420	GO_Central
CLB4	GO:0000278	"""Cell cycle"""	B-type cyclin involved in cell cycle progression	YLR210W|B-type cyclin CLB4	20171130	GO_Central
TUB2	GO:0000278	"""Cell cycle"""	Beta-tubulin	YFL037W|ARM10|SHE8|beta-tubulin	20170512	GO_Central
CDC55	GO:0000278	"""Cell cycle"""	Regulatory subunit B of protein phosphatase 2A (PP2A)	YGL190C|protein phosphatase 2A regulatory subunit CDC55|TMR4	20170228	GO_Central
TUB1	GO:0000278	"""Cell cycle"""	Alpha-tubulin	YML085C|alpha-tubulin TUB1	20170512	GO_Central
CDC6	GO:0000278	"""Cell cycle"""	Essential ATP-binding protein required for DNA replication	YJL194W|AAA family ATPase CDC6	20180307	GO_Central
CLB3	GO:0000278	"""Cell cycle"""	B-type cyclin involved in cell cycle progression	YDL155W|B-type cyclin CLB3	20171130	GO_Central
POL2	GO:0000278	"""Cell cycle"""	Catalytic subunit of DNA polymerase (II) epsilon	YNL262W|DUN2|DNA polymerase epsilon catalytic subunit	20170228	GO_Central
TUB3	GO:0000278	"""Cell cycle"""	Alpha-tubulin	YML124C|alpha-tubulin TUB3	20170512	GO_Central
CLB2	GO:0000278	"""Cell cycle"""	B-type cyclin involved in cell cycle progression	YPR119W|B-type cyclin CLB2	20171130	GO_Central
CLN1	GO:0000278	"""Cell cycle"""	G1 cyclin involved in regulation of the cell cycle	YMR199W|cyclin CLN1	20171130	GO_Central
CLB5	GO:0000278	"""Cell cycle"""	B-type cyclin involved in DNA replication during S phase	YPR120C|B-type cyclin CLB5	20171130	GO_Central
CLB1	GO:0000278	"""Cell cycle"""	B-type cyclin involved in cell cycle progression	YGR108W|SCB1|B-type cyclin CLB1	20171130	GO_Central
ORC1	GO:0000278	"""Cell cycle"""	Largest subunit of the origin recognition complex	YML065W|origin recognition complex subunit 1	20180307	GO_Central
CLN2	GO:0000278	"""Cell cycle"""	G1 cyclin involved in regulation of the cell cycle	YPL256C|cyclin CLN2	20171130	GO_Central
SPO13	GO:0051321	"""Cell cycle"""	Meiotic regulator	YHR014W	20180922	UniProt
MEK1	GO:0051321	"""Cell cycle"""	Meiosis-specific serine/threonine protein kinase	YOR351C|MRE4|serine/threonine protein kinase MEK1	20180922	UniProt
DMC1	GO:0051321	"""Cell cycle"""	Meiosis-specific recombinase required for double-strand break repair	YER179W|ISC2|recombinase DMC1	20180922	UniProt
TRS85	GO:0051321	"""Cell cycle"""	Component of transport protein particle (TRAPP) complex III	YDR108W|MUM1|GSG1	20180922	UniProt
UME1	GO:0051321	"""Cell cycle"""	Component of both the Rpd3S and Rpd3L histone deacetylase complexes	YPL139C|WTM3	20180922	UniProt
SPO19	GO:0051321	"""Cell cycle"""	Meiosis-specific prospore protein	YPL130W	20180922	UniProt
CST9	GO:0051321	"""Cell cycle"""	SUMO E3 ligase	YLR394W|ZIP3|SUMO ligase CST9	20180922	UniProt
MSC6	GO:0051321	"""Cell cycle"""	Multicopy suppressor of HER2 involved in mitochondrial translation	YOR354C	20180922	UniProt
WTM2	GO:0051321	"""Cell cycle"""	Transcriptional modulator	YOR229W|transcriptional modulator	20180922	UniProt
NDT80	GO:0051321	"""Cell cycle"""	Meiosis-specific transcription factor	YHR124W|transcription factor NDT80	20180922	UniProt
NDJ1	GO:0051321	"""Cell cycle"""	Protein that regulates meiotic SPB cohesion and telomere clustering	YOL104C|TAM1	20180922	UniProt
SLZ1	GO:0051321	"""Cell cycle"""	Sporulation-specific protein with a leucine zipper motif	YNL196C	20180922	UniProt
MEI4	GO:0051321	"""Cell cycle"""	Meiosis-specific protein involved in forming DSBs	YER044C-A	20180922	UniProt
WTM1	GO:0051321	"""Cell cycle"""	Transcriptional modulator	YOR230W|transcriptional modulator	20180922	UniProt
SPO23	GO:0051321	"""Cell cycle"""	Protein of unknown function	YBR250W	20180922	UniProt
DDC1	GO:0051321	"""Cell cycle"""	DNA damage checkpoint protein	YPL194W	20180922	InterPro
RMD1	GO:0051321	"""Cell cycle"""	Cytoplasmic protein required for sporulation	YDL001W	20180922	UniProt
MMS4	GO:0051321	"""Cell cycle"""	Subunit of structure-specific Mms4p-Mus81p endonuclease	YBR098W|YBR100W|SLX2	20180922	UniProt
NUD1	GO:0051321	"""Cell cycle"""	Component of the spindle pole body outer plaque	YOR373W	20180922	UniProt
RME1	GO:0051321	"""Cell cycle"""	Zinc finger protein involved in control of meiosis	YGR044C|CSP1	20180922	UniProt
IML3	GO:0051321	"""Cell cycle"""	Outer kinetochore protein and component of the Ctf19 complex	YBR107C|MCM19	20180922	UniProt
SPR6	GO:0051321	"""Cell cycle"""	Protein of unknown function	YER115C	20180922	UniProt
RAD50	GO:0051321	"""Cell cycle"""	Subunit of MRX complex with Mre11p and Xrs2p	YNL250W|MRX complex DNA-binding subunit	20180922	UniProt
AMA1	GO:0051321	"""Cell cycle"""	Activator of meiotic anaphase promoting complex (APC/C)	YGR225W|SPO70	20180922	UniProt
SSP1	GO:0051321	"""Cell cycle"""	Protein involved in the control of meiotic nuclear division	YHR184W|SPO3	20180922	UniProt
NKP1	GO:0051321	"""Cell cycle"""	Central kinetochore protein and subunit of the Ctf19 complex	YDR383C	20180922	UniProt
ZIP1	GO:0051321	"""Cell cycle"""	Transverse filament protein of the synaptonemal complex	YDR285W	20180922	UniProt
SPS2	GO:0051321	"""Cell cycle"""	Protein expressed during sporulation	YDR522C	20180922	UniProt
XRS2	GO:0051321	"""Cell cycle"""	Protein required for DNA repair	YDR369C	20180922	UniProt
DOM34	GO:0051321	"""Cell cycle"""	Protein that facilitates ribosomal subunit dissociation	YNL001W|ribosome dissociation factor DOM34	20180922	UniProt
MCM21	GO:0051321	"""Cell cycle"""	Component of the kinetochore sub-complex COMA	YDR318W|CTF5	20180922	UniProt
RED1	GO:0051321	"""Cell cycle"""	Protein component of the synaptonemal complex axial elements	YLR263W	20180922	UniProt
DBF4	GO:0051321	"""Cell cycle"""	Regulatory subunit of Cdc7p-Dbf4p kinase complex	YDR052C|DNA52|LSD7|protein serine/threonine kinase activating protein DBF4	20180922	UniProt
IME1	GO:0051321	"""Cell cycle"""	Master regulator of meiosis that is active only during meiotic events	YJR094C|transcription factor IME1	20180922	UniProt
MAM1	GO:0051321	"""Cell cycle"""	Monopolin	YER106W	20180922	UniProt
SGO1	GO:0051321	"""Cell cycle"""	Component of the spindle checkpoint	YOR073W|YOR29-24	20180922	UniProt
RIM101	GO:0051321	"""Cell cycle"""	Cys2His2 zinc-finger transcriptional repressor	YHL027W|RIM1|alkaline-responsive transcriptional regulator RIM101	20180922	UniProt
SPO22	GO:0051321	"""Cell cycle"""	Meiosis-specific protein essential for chromosome synapsis	YIL073C|ZIP4	20180922	InterPro
SPO22	GO:0051321	"""Cell cycle"""	Meiosis-specific protein essential for chromosome synapsis	YIL073C|ZIP4	20180922	UniProt
SPO1	GO:0051321	"""Cell cycle"""	Meiosis-specific prospore protein	YNL012W|putative carboxylic ester hydrolase	20180922	UniProt
LRS4	GO:0051321	"""Cell cycle"""	Nucleolar protein that forms a complex with Csm1p	YDR439W	20180922	UniProt
EMI1	GO:0051321	"""Cell cycle"""	Non-essential protein of unknown function	YDR512C	20180922	UniProt
CSM3	GO:0051321	"""Cell cycle"""	Replication fork associated factor	YMR048W	20180922	UniProt
MSC3	GO:0051321	"""Cell cycle"""	Protein of unknown function	YLR219W	20180922	UniProt
SWM1	GO:0051321	"""Cell cycle"""	Subunit of the anaphase-promoting complex (APC)	YDR260C|APC13	20180922	UniProt
SPO21	GO:0051321	"""Cell cycle"""	Component of the meiotic outer plaque of the spindle pole body	YOL091W|MPC70	20180922	UniProt
SKI8	GO:0051321	"""Cell cycle"""	Ski complex component and WD-repeat protein	YGL213C|REC103|SKI complex subunit WD repeat protein SKI8	20180922	UniProt
MEI5	GO:0051321	"""Cell cycle"""	Meiosis-specific protein involved in meiotic recombination	YPL121C|LPH6	20180922	UniProt
CDC4	GO:0051321	"""Cell cycle"""	F-box protein required for both the G1/S and G2/M phase transitions	YFL009W|SCF ubiquitin ligase complex subunit CDC4	20060209	SGD
RAD50	GO:0051321	"""Cell cycle"""	Subunit of MRX complex with Mre11p and Xrs2p	YNL250W|MRX complex DNA-binding subunit	20070319	SGD
KAR3	GO:0051321	"""Cell cycle"""	Minus-end-directed microtubule motor	YPR141C|OSR11	20020208	SGD
KAR3	GO:0051321	"""Cell cycle"""	Minus-end-directed microtubule motor	YPR141C|OSR11	20020208	SGD
MCK1	GO:0051321	"""Cell cycle"""	Dual-specificity ser/thr and tyrosine protein kinase	YNL307C|CMS1|serine/threonine/tyrosine protein kinase MCK1|YPK1	20010118	SGD
MEK1	GO:0051321	"""Cell cycle"""	Meiosis-specific serine/threonine protein kinase	YOR351C|MRE4|serine/threonine protein kinase MEK1	20010118	SGD
DMC1	GO:0051321	"""Cell cycle"""	Meiosis-specific recombinase required for double-strand break repair	YER179W|ISC2|recombinase DMC1	20010118	SGD
KAR4	GO:0051321	"""Cell cycle"""	Transcription factor required for response to pheromones	YCL055W	20021202	SGD
GAC1	GO:0051321	"""Cell cycle"""	Regulatory subunit for Glc7p type-1 protein phosphatase (PP1)	YOR178C|protein phosphatase regulator GAC1	20010118	SGD
STH1	GO:0051321	"""Cell cycle"""	ATPase component of the RSC chromatin remodeling complex	YIL126W|NPS1|RSC chromatin remodeling complex ATPase subunit STH1	20010118	SGD
GLC7	GO:0051321	"""Cell cycle"""	Type 1 S/T protein phosphatase (PP1) catalytic subunit	YER133W|CID1|DIS2|PP1|DIS2S1|type 1 serine/threonine-protein phosphatase catalytic subunit GLC7	20010118	SGD
RIM101	GO:0051321	"""Cell cycle"""	Cys2His2 zinc-finger transcriptional repressor	YHL027W|RIM1|alkaline-responsive transcriptional regulator RIM101	20020820	SGD
SPO23	GO:0051321	"""Cell cycle"""	Protein of unknown function	YBR250W	20070110	SGD
SPO23	GO:0051321	"""Cell cycle"""	Protein of unknown function	YBR250W	20070110	SGD
TOR1	GO:0051321	"""Cell cycle"""	PIK-related protein kinase and rapamycin target	YJR066W|DRR1|phosphatidylinositol kinase-related protein kinase TOR1	20010118	SGD
MUM2	GO:0051321	"""Cell cycle"""	Protein essential for meiotic DNA replication and sporulation	YBR057C|SPOT8	20130710	SGD
RIM4	GO:0051321	"""Cell cycle"""	Putative RNA-binding protein	YHL024W	20020930	SGD
RIM4	GO:0051321	"""Cell cycle"""	Putative RNA-binding protein	YHL024W	20020930	SGD
NPR3	GO:0051321	"""Cell cycle"""	Subunit of the Iml1p/SEACIT complex	YHL023C|RMD11	20080229	SGD
NDT80	GO:0051321	"""Cell cycle"""	Meiosis-specific transcription factor	YHR124W|transcription factor NDT80	20020307	SGD
BFR1	GO:0051321	"""Cell cycle"""	Component of mRNP complexes associated with polyribosomes	YOR198C	20010118	SGD
SLZ1	GO:0051321	"""Cell cycle"""	Sporulation-specific protein with a leucine zipper motif	YNL196C	20130710	SGD
IME4	GO:0051321	"""Cell cycle"""	mRNA N6-adenosine methyltransferase required for entry into meiosis	YGL192W|SPO8|mRNA (N6-adenosine)-methyltransferase	20080815	SGD
IME4	GO:0051321	"""Cell cycle"""	mRNA N6-adenosine methyltransferase required for entry into meiosis	YGL192W|SPO8|mRNA (N6-adenosine)-methyltransferase	20021111	SGD
IME4	GO:0051321	"""Cell cycle"""	mRNA N6-adenosine methyltransferase required for entry into meiosis	YGL192W|SPO8|mRNA (N6-adenosine)-methyltransferase	20130710	SGD
CAK1	GO:0051321	"""Cell cycle"""	Cyclin-dependent kinase-activating kinase	YFL029C|CIV1|cyclin-dependent protein kinase-activating kinase CAK1	20020918	SGD
TRS85	GO:0051321	"""Cell cycle"""	Component of transport protein particle (TRAPP) complex III	YDR108W|MUM1|GSG1	20030115	SGD
IDS2	GO:0051321	"""Cell cycle"""	Protein involved in modulation of Ime2p activity during meiosis	YJL146W	20010118	SGD
BNS1	GO:0051321	"""Cell cycle"""	Protein of unknown function	YGR230W	20021001	SGD
HFM1	GO:0051321	"""Cell cycle"""	Meiosis specific DNA helicase	YGL251C|MER3	20020731	SGD
RIM8	GO:0051321	"""Cell cycle"""	Protein involved in proteolytic activation of Rim101p	YGL045W|ART9|PAL3|YGL046W	20030110	SGD
CIK1	GO:0051321	"""Cell cycle"""	Kinesin-associated protein	YMR198W	20020208	SGD
CIK1	GO:0051321	"""Cell cycle"""	Kinesin-associated protein	YMR198W	20020208	SGD
YVH1	GO:0051321	"""Cell cycle"""	Dual specificity protein phosphatase	YIR026C|tyrosine protein phosphatase YVH1	20010118	SGD
SPO19	GO:0051321	"""Cell cycle"""	Meiosis-specific prospore protein	YPL130W	20020930	SGD
SPO19	GO:0051321	"""Cell cycle"""	Meiosis-specific prospore protein	YPL130W	20070110	SGD
PDS5	GO:0051321	"""Cell cycle"""	Cohesion maintenance factor	YMR076C	20090415	SGD
GMC1	GO:0051321	"""Cell cycle"""	Protein involved in meiotic progression	YDR506C|putative oxidoreductase	20120203	SGD
GMC1	GO:0051321	"""Cell cycle"""	Protein involved in meiotic progression	YDR506C|putative oxidoreductase	20120203	SGD
GMC2	GO:0051321	"""Cell cycle"""	Protein involved in meiotic crossing over	YLR445W	20120203	SGD
GMC2	GO:0051321	"""Cell cycle"""	Protein involved in meiotic crossing over	YLR445W	20120203	SGD
SLK19	GO:0051321	"""Cell cycle"""	Kinetochore-associated protein	YOR195W	20010118	SGD
DDC1	GO:0051321	"""Cell cycle"""	DNA damage checkpoint protein	YPL194W	20030403	SGD
TGS1	GO:0051321	"""Cell cycle"""	"Trimethyl guanosine synthase, conserved nucleolar methyl transferase"	YPL157W|RNA methyltransferase	20110322	SGD
SPO21	GO:0051321	"""Cell cycle"""	Component of the meiotic outer plaque of the spindle pole body	YOL091W|MPC70	20030107	SGD
CDC7	GO:0051321	"""Cell cycle"""	Ser/Thr kinase and catalytic subunit of DDK (Dbf4-dependent kinase)	YDL017W|LSD6|SAS1|serine/threonine protein kinase CDC7	20180922	UniProt
SPS1	GO:0051321	"""Cell cycle"""	Putative protein serine/threonine kinase	YDR523C|putative serine/threonine protein kinase SPS1	20180922	UniProt
SPS4	GO:0051321	"""Cell cycle"""	Protein whose expression is induced during sporulation	YOR313C	20180922	UniProt
MER1	GO:0051321	"""Cell cycle"""	mRNA-binding protein required for meiosis-specific mRNA splicing	YNL210W	20180922	UniProt
SPO16	GO:0051321	"""Cell cycle"""	Meiosis-specific protein involved in synaptonemal complex assembly	YHR153C	20180922	UniProt
SPO12	GO:0051321	"""Cell cycle"""	Nucleolar protein of unknown function	YHR152W|SDB21	20180922	UniProt
HOP1	GO:0051321	"""Cell cycle"""	Meiosis-specific protein required for chromosome synapsis	YIL072W	20180922	UniProt
VPS1	GO:0051321	"""Cell cycle"""	Dynamin-like GTPase required for vacuolar sorting	YKR001C|GRD1|LAM1|SPO15|VPL1|VPT26|dynamin-like GTPase VPS1	20180922	UniProt
REC107	GO:0051321	"""Cell cycle"""	Protein involved in early stages of meiotic recombination	YJR021C|MER2	20180922	UniProt
SPO11	GO:0051321	"""Cell cycle"""	Meiosis-specific protein that initiates meiotic recombination	YHL022C	20180922	UniProt
RAD57	GO:0051321	"""Cell cycle"""	Protein that stimulates strand exchange	YDR004W|putative DNA-dependent ATPase RAD57	20180922	UniProt
KAR4	GO:0051321	"""Cell cycle"""	Transcription factor required for response to pheromones	YCL055W	20180922	UniProt
ADY2	GO:0051321	"""Cell cycle"""	Acetate transporter required for normal sporulation	YCR010C|ATO1	20180922	UniProt
CSM1	GO:0051321	"""Cell cycle"""	Nucleolar protein that mediates homolog segregation during meiosis I	YCR086W	20180922	UniProt
IME2	GO:0051321	"""Cell cycle"""	Serine/threonine protein kinase involved in activation of meiosis	YJL106W|SME1|protein kinase IME2	20180922	UniProt
ISC10	GO:0051321	"""Cell cycle"""	Protein required for sporulation	YER180C	20180922	UniProt
PMD1	GO:0051321	"""Cell cycle"""	Protein with an N-terminal kelch-like domain	YER132C	20180922	UniProt
MRE11	GO:0051321	"""Cell cycle"""	Nuclease subunit of the MRX complex with Rad50p and Xrs2p	YMR224C|RAD58|XRS4|NGS1|MRX complex nuclease subunit	20180922	UniProt
REC114	GO:0051321	"""Cell cycle"""	Protein involved in early stages of meiotic recombination	YMR133W	20180922	UniProt
SWE1	GO:0051321	"""Cell cycle"""	Protein kinase that regulates the G2/M transition	YJL187C|WEE1|tyrosine protein kinase SWE1	20180922	UniProt
REC104	GO:0051321	"""Cell cycle"""	Protein involved in early stages of meiotic recombination	YHR157W	20180922	UniProt
SET3	GO:0051321	"""Cell cycle"""	Defining member of the SET3 histone deacetylase complex	YKR029C|histone-binding protein SET3	20180922	UniProt
SPO14	GO:0051321	"""Cell cycle"""	Phospholipase D	YKR031C|PLD1|phospholipase D	20180922	UniProt
RDH54	GO:0051321	"""Cell cycle"""	DNA-dependent ATPase	YBR073W|TID1|DNA-dependent ATPase RDH54	20180922	UniProt
MEC1	GO:0051321	"""Cell cycle"""	Genome integrity checkpoint protein and PI kinase superfamily member	YBR136W|ESR1|SAD3|RAD31|protein kinase MEC1	20180922	UniProt
PCH2	GO:0051321	"""Cell cycle"""	Hexameric ring ATPase that remodels chromosome axis protein Hop1p	YBR186W	20180922	UniProt
MUM2	GO:0051321	"""Cell cycle"""	Protein essential for meiotic DNA replication and sporulation	YBR057C|SPOT8	20180922	UniProt
AME1	GO:0051321	"""Cell cycle"""	Essential kinetochore protein associated with microtubules and SPBs	YBR211C|ARP100	20180922	UniProt
RIM4	GO:0051321	"""Cell cycle"""	Putative RNA-binding protein	YHL024W	20180922	UniProt
NPR3	GO:0051321	"""Cell cycle"""	Subunit of the Iml1p/SEACIT complex	YHL023C|RMD11	20180922	UniProt
YNG2	GO:0051321	"""Cell cycle"""	"Subunit of NuA4, an essential histone acetyltransferase complex"	YHR090C|EAF4|NBN1|histone acetyltransferase YNG2	20180922	UniProt
CHL4	GO:0051321	"""Cell cycle"""	Outer kinetochore protein required for chromosome stability	YDR254W|CTF17|MCM17	20180922	UniProt
SSN3	GO:0051321	"""Cell cycle"""	Cyclin-dependent protein kinase	YPL042C|CDK8|RYE5|cyclin-dependent serine/threonine protein kinase SSN3|GIG2|NUT7|SRB10|UME5|SSX7|URR1	20180922	UniProt
RMD6	GO:0051321	"""Cell cycle"""	Protein required for sporulation	YEL072W	20180922	UniProt
CSM2	GO:0051321	"""Cell cycle"""	Component of Shu complex (aka PCSS complex)	YIL132C	20180922	UniProt
MSH4	GO:0051321	"""Cell cycle"""	Protein involved in meiotic recombination	YFL003C|MutS family protein MSH4	20180922	UniProt
IME4	GO:0051321	"""Cell cycle"""	mRNA N6-adenosine methyltransferase required for entry into meiosis	YGL192W|SPO8|mRNA (N6-adenosine)-methyltransferase	20180922	UniProt
RIM15	GO:0051321	"""Cell cycle"""	Protein kinase involved in cell proliferation in response to nutrients	YFL033C|TAK1|protein kinase RIM15	20180922	UniProt
RMD8	GO:0051321	"""Cell cycle"""	Cytosolic protein required for sporulation	YFR048W	20180922	UniProt
SAE2	GO:0051321	"""Cell cycle"""	Endonuclease required for telomere elongation	YGL175C|COM1|ssDNA endodeoxyribonuclease SAE2	20180922	UniProt
MCM22	GO:0051321	"""Cell cycle"""	Outer kinetochore protein and component of the Ctf3 subcomplex	YJR135C	20180922	UniProt
RMR1	GO:0051321	"""Cell cycle"""	Protein required for meiotic recombination and gene conversion	YGL250W	20180922	UniProt
ZIP2	GO:0051321	"""Cell cycle"""	Meiosis-specific protein	YGL249W	20180922	UniProt
MDS3	GO:0051321	"""Cell cycle"""	Putative component of the TOR regulatory pathway	YGL197W	20180922	UniProt
MND1	GO:0051321	"""Cell cycle"""	Protein required for recombination and meiotic nuclear division	YGL183C	20180922	UniProt
HOP2	GO:0051321	"""Cell cycle"""	Meiosis-specific protein that localizes to chromosomes	YGL033W	20180922	UniProt
OKP1	GO:0051321	"""Cell cycle"""	Outer kinetochore protein required for accurate chromosome segregation	YGR179C	20180922	UniProt
